,Номер,Дата,Команда_1,Команда_2,Период_1,Период_2,Период_3,Овертайм,Буллиты
695,693,2015-01-28,СКА,Слован,0:0,0:1,1:0,0:0,0:1
696,694,2015-01-28,Йокерит,Медвешчак,0:0,1:2,0:2,:,:
697,695,2015-01-28,Динамо Р,Атлант,0:1,1:0,2:0,:,:
698,696,2015-01-29,Металлург Нк,Адмирал,2:3,2:0,0:1,0:0,1:0
699,697,2015-01-29,Сибирь,Амур,0:0,3:1,1:0,:,:
700,698,2015-01-29,Нефтехимик,Лада,1:1,2:1,0:1,0:0,1:0
701,699,2015-01-30,Авангард,Торпедо НН,1:0,0:1,1:2,:,:
702,700,2015-01-30,Автомобилист,Динамо Мн,0:1,2:0,1:2,0:0,1:0
703,701,2015-01-30,Барыс,ЦСКА,0:2,0:3,1:0,:,:
704,702,2015-01-30,Металлург Мг,Югра,1:0,1:2,3:1,:,:
705,703,2015-01-30,Салават Юлаев,Северсталь,2:0,2:3,0:2,:,:
706,704,2015-01-30,Ак Барс,Трактор,0:1,1:0,1:0,:,:
707,705,2015-01-30,ХК Сочи,Витязь,1:1,1:1,3:0,:,:
708,706,2015-01-30,СКА,Атлант,1:1,0:1,0:1,:,:
709,707,2015-01-30,Йокерит,Слован,1:0,1:0,2:0,:,:
710,708,2015-01-30,Динамо Р,Медвешчак,0:0,0:1,1:1,:,:
711,709,2015-01-30,Динамо М,Локомотив,0:0,1:0,0:0,:,:
712,710,2015-02-01,Адмирал,Сибирь,0:0,2:1,0:0,:,:
713,711,2015-02-01,Амур,Металлург Нк,0:1,0:1,0:1,:,:
714,712,2015-02-01,Авангард,Северсталь,0:1,0:1,2:0,0:1,:
715,713,2015-02-01,Автомобилист,Югра,0:0,1:0,1:0,:,:
716,714,2015-02-01,Металлург Мг,Трактор,0:0,1:0,1:0,:,:
717,715,2015-02-01,Салават Юлаев,ЦСКА,0:0,1:2,0:0,:,:
718,716,2015-02-01,Ак Барс,Динамо Мн,1:0,1:1,0:0,:,:
719,717,2015-02-01,Лада,Нефтехимик,0:1,5:0,1:1,:,:
720,718,2015-02-01,СКА,Медвешчак,3:0,0:1,2:1,:,:
721,719,2015-02-01,Динамо Р,Слован,3:0,2:0,1:0,:,:
722,720,2015-02-01,Йокерит,Атлант,0:0,0:0,2:0,:,:
723,723,2015-02-01,ХК Сочи,Локомотив,0:1,2:0,2:0,:,:
724,724,2015-02-01,Динамо М,Витязь,1:1,1:1,1:0,:,:
725,721,2015-02-02,Амур,Металлург Нк,0:0,1:1,1:0,:,:
726,722,2015-02-02,Адмирал,Сибирь,0:0,1:2,1:2,:,:
727,725,2015-02-03,Автомобилист,Лада,1:1,0:0,0:0,0:0,0:1
728,726,2015-02-03,Трактор,Нефтехимик,0:1,2:1,0:1,:,:
729,727,2015-02-03,Атлант,Слован,2:0,2:3,0:0,:,:
730,728,2015-02-03,Динамо Мн,Медвешчак,1:0,1:0,1:2,:,:
731,729,2015-02-03,Авангард,СКА,1:2,1:1,0:0,:,:
732,731,2015-02-03,Ак Барс,Динамо М,1:1,0:2,0:1,:,:
733,733,2015-02-03,ЦСКА,Локомотив,1:1,2:0,0:1,:,:
734,730,2015-02-04,Салават Юлаев,Йокерит,0:1,0:0,0:1,:,:
735,732,2015-02-04,ХК Сочи,Барыс,1:1,0:3,1:0,:,:
736,734,2015-02-05,Югра,Лада,1:0,0:1,0:0,0:0,1:0
737,735,2015-02-05,Нефтехимик,Адмирал,0:0,1:0,2:2,:,:
738,736,2015-02-05,Динамо Р,Автомобилист,1:2,0:0,0:1,:,:
739,737,2015-02-06,Авангард,Йокерит,1:1,2:0,1:2,:,:
740,739,2015-02-06,Северсталь,Металлург Нк,1:0,1:0,1:0,:,:
741,740,2015-02-06,Торпедо НН,Барыс,0:0,0:1,2:0,:,:
742,741,2015-02-06,ХК Сочи,Сибирь,0:0,4:1,3:2,:,:
743,742,2015-02-07,Атлант,Автомобилист,1:1,0:1,1:0,0:0,0:1
744,743,2015-02-07,Витязь,Адмирал,0:0,1:0,1:1,:,:
745,744,2015-02-07,Динамо Мн,Югра,0:0,1:1,2:0,:,:
746,745,2015-02-07,Динамо Р,Трактор,1:0,1:3,0:1,:,:
747,747,2015-02-08,Северсталь,Сибирь,0:1,0:2,0:0,:,:
748,749,2015-02-08,Торпедо НН,Металлург Нк,2:1,1:1,0:0,:,:
749,376,2015-02-09,Йокерит,Динамо М,0:0,0:1,1:1,:,:
750,746,2015-02-09,Металлург Мг,ЦСКА,0:0,1:2,0:1,:,:
751,748,2015-02-09,СКА,Ак Барс,0:2,1:1,0:2,:,:
752,750,2015-02-09,Витязь,Амур,1:1,0:1,2:0,:,:
753,751,2015-02-09,Лада,Автомобилист,1:0,0:1,0:2,:,:
754,752,2015-02-09,Локомотив,Адмирал,0:0,0:2,0:1,:,:
755,753,2015-02-09,Атлант,Югра,3:0,1:1,2:0,:,:
756,754,2015-02-09,Динамо Мн,Трактор,1:0,0:1,1:3,:,:
757,756,2015-02-11,Металлург Нк,Барыс,1:1,0:0,1:1,0:0,1:0
758,757,2015-02-11,Сибирь,Авангард,0:0,0:1,1:0,0:0,0:1
759,758,2015-02-11,Металлург Мг,Нефтехимик,1:1,1:1,2:1,:,:
760,759,2015-02-11,Югра,Трактор,0:0,1:1,0:0,0:1,:
761,760,2015-02-11,Витязь,Динамо М,1:2,1:3,1:1,:,:
762,761,2015-02-11,Локомотив,Амур,0:0,1:0,0:1,1:0,:
763,762,2015-02-11,Северсталь,Медвешчак,1:1,2:1,0:1,0:0,1:0
764,763,2015-02-11,Торпедо НН,ХК Сочи,0:0,0:1,1:0,0:0,1:0
765,764,2015-02-11,ЦСКА,Слован,6:0,2:0,4:0,:,:
766,765,2015-02-11,СКА,Динамо Р,0:1,0:0,3:0,:,:
767,766,2015-02-12,Адмирал,Салават Юлаев,0:1,0:1,1:1,:,:
768,767,2015-02-12,Динамо Мн,Атлант,0:1,1:1,1:1,:,:
769,768,2015-02-13,Адмирал,Салават Юлаев,1:1,1:1,4:0,:,:
770,769,2015-02-13,Металлург Нк,Авангард,1:2,1:0,0:1,:,:
771,770,2015-02-13,Сибирь,Барыс,2:0,0:0,2:0,:,:
772,771,2015-02-13,Автомобилист,Нефтехимик,1:1,0:1,1:1,:,:
773,772,2015-02-13,Металлург Мг,Трактор,1:1,0:0,0:0,1:0,:
774,773,2015-02-13,Ак Барс,Лада,0:0,1:1,0:1,:,:
775,774,2015-02-13,Витязь,ХК Сочи,0:3,0:2,1:0,:,:
776,775,2015-02-13,Локомотив,Динамо М,2:0,1:1,1:2,:,:
777,776,2015-02-13,Торпедо НН,Слован,0:0,3:0,0:1,:,:
778,777,2015-02-13,ЦСКА,Медвешчак,0:2,4:0,1:0,:,:
779,779,2015-02-14,Атлант,Динамо Мн,1:1,1:2,2:0,:,:
780,780,2015-02-15,Адмирал,Авангард,1:0,1:1,1:0,:,:
781,781,2015-02-15,Амур,Барыс,1:0,1:3,1:2,:,:
782,782,2015-02-15,Металлург Нк,Салават Юлаев,3:0,1:1,1:1,:,:
783,783,2015-02-15,Металлург Мг,Лада,0:1,1:0,2:2,0:1,:
784,784,2015-02-15,Трактор,Югра,0:1,2:0,2:1,:,:
785,785,2015-02-15,Ак Барс,Нефтехимик,0:2,0:0,1:0,:,:
786,786,2015-02-15,Локомотив,ХК Сочи,0:1,1:0,0:0,0:1,:
787,787,2015-02-15,Северсталь,Слован,0:0,2:0,2:2,:,:
788,788,2015-02-15,СКА,Йокерит,1:0,0:1,0:0,0:0,1:0
789,789,2015-02-15,Торпедо НН,Медвешчак,1:0,1:1,1:0,:,:
790,790,2015-02-15,ЦСКА,Динамо М,0:0,0:1,0:1,:,:
791,791,2015-02-16,Амур,Барыс,0:1,0:2,2:0,:,:
792,792,2015-02-16,Адмирал,Авангард,1:0,1:1,0:1,0:1,:
793,793,2015-02-17,Сибирь,Салават Юлаев,0:1,2:1,2:0,:,:
794,794,2015-02-17,Витязь,Медвешчак,1:0,0:1,2:0,:,:
795,795,2015-02-18,Трактор,Ак Барс,0:0,0:0,1:1,0:0,1:0
796,796,2015-02-18,Лада,Автомобилист,0:2,1:1,0:0,:,:
797,797,2015-02-18,Локомотив,ЦСКА,1:1,0:1,1:0,0:0,0:1
798,798,2015-02-18,Нефтехимик,Металлург Мг,1:1,2:0,1:1,:,:
799,799,2015-02-18,ХК Сочи,Торпедо НН,1:0,2:0,0:4,:,:
800,800,2015-02-18,Атлант,Йокерит,0:1,0:1,2:2,:,:
801,801,2015-02-18,Динамо М,Северсталь,0:1,1:1,0:1,:,:
802,802,2015-02-18,Динамо Мн,СКА,0:2,1:1,0:4,:,:
803,803,2015-02-18,Слован,Динамо Р,1:3,1:0,1:1,:,:
804,804,2015-02-20,Авангард,Сибирь,2:0,0:0,1:0,:,:
805,805,2015-02-20,Барыс,Металлург Нк,2:0,0:0,0:0,:,:
806,806,2015-02-20,Югра,Ак Барс,1:0,0:0,0:1,0:0,0:1
807,807,2015-02-20,Лада,Металлург Мг,0:2,1:1,2:1,:,:
808,808,2015-02-20,Локомотив,Торпедо НН,2:0,0:1,0:0,:,:
809,809,2015-02-20,Нефтехимик,Автомобилист,3:3,1:2,0:0,:,:
810,810,2015-02-20,ХК Сочи,Северсталь,1:3,0:1,3:0,0:0,0:1
811,811,2015-02-20,Атлант,СКА,0:0,0:0,1:0,:,:
812,812,2015-02-20,Динамо М,ЦСКА,0:1,0:0,1:0,1:0,:
813,813,2015-02-20,Динамо Мн,Йокерит,0:1,3:0,0:0,:,:
814,814,2015-02-20,Медвешчак,Динамо Р,0:3,1:0,0:0,:,:
815,815,2015-02-21,Амур,Адмирал,0:1,1:0,0:1,:,:
816,816,2015-02-22,Барыс,Сибирь,0:0,0:0,1:0,:,:
817,817,2015-02-22,Салават Юлаев,Металлург Нк,0:0,3:1,1:0,:,:
818,818,2015-02-22,Трактор,Металлург Мг,0:1,1:2,1:1,:,:
819,819,2015-02-22,Югра,Автомобилист,1:0,0:0,0:0,:,:
820,820,2015-02-22,Витязь,Северсталь,1:3,0:0,0:1,:,:
821,821,2015-02-22,Динамо М,Торпедо НН,2:0,0:2,0:1,:,:
822,822,2015-02-22,Лада,Ак Барс,0:2,0:1,1:1,:,:
823,823,2015-02-22,Динамо Мн,Динамо Р,0:0,0:0,1:0,:,:
824,824,2015-02-22,ХК Сочи,ЦСКА,0:0,1:1,1:1,0:0,0:1
825,825,2015-02-22,Слован,СКА,1:0,1:0,3:2,:,:
826,826,2015-02-22,Медвешчак,Йокерит,1:1,3:1,0:2,0:0,0:1
827,827,2015-02-24,Адмирал,Амур,1:0,1:0,4:0,:,:
828,828,2015-02-24,Авангард,Металлург Нк,0:0,2:0,0:2,0:1,:
829,829,2015-02-24,Барыс,Торпедо НН,2:0,0:1,2:1,:,:
830,830,2015-02-24,Салават Юлаев,Сибирь,0:0,2:2,1:0,:,:
831,831,2015-02-24,Трактор,Автомобилист,1:1,1:1,0:0,0:0,1:0
832,832,2015-02-24,Югра,Металлург Мг,1:1,1:0,1:2,1:0,:
833,833,2015-02-24,Витязь,ЦСКА,0:0,0:1,1:0,0:1,:
834,834,2015-02-24,Локомотив,Северсталь,0:1,0:0,1:0,1:0,:
835,835,2015-02-24,Нефтехимик,Ак Барс,0:4,0:1,0:1,:,:
836,836,2015-02-24,ХК Сочи,Лада,1:0,1:0,1:1,:,:
837,837,2015-02-24,Атлант,Динамо Р,1:2,3:0,3:0,:,:
838,838,2015-02-24,Динамо М,Динамо Мн,0:0,1:1,2:0,:,:
839,839,2015-02-24,Слован,Йокерит,0:1,0:1,2:0,0:1,:
